etymology_id,word_id,first_element_id,second_element_id,note,uncertain,etymology_type,mother_word_id,loanword_id,third_element_id
1746048995610,1746048944940,,,"<p>The Old Sumre speakers did not use currency but when trading with the Etjarutr they would accept coins as payment, valuing them for their raw materials and as jewelry.</p>",,loaned,,1746048901970,
1746049012843,1746048901970,,,,,fromMother,1746048200814,,
1746049185393,1746049111336,,,,,fromMother,1746048944940,,
1746049553196,1746049537560,,,,,loaned,,1746049111336,
1746049587172,1746049575262,,,,,fromMother,1746049537560,,
1746049614007,1746049605323,,,,,fromMother,1746049575262,,
1746050498969,1746049649373,,,,,fromMother,1746048944940,,
1746050617793,1746050608810,,,,,fromMother,1746050542535,,
1746050627991,1746050542535,,,,,fromMother,1746048944940,,
1746050686116,1746050673356,,,,,fromMother,1746050542535,,
1746050742896,1746050732377,,,,,fromMother,1746050673356,,
1746050835451,1746050823685,1746050755012,1746050732377,,,derived,,,
1746057820405,1746055765158,1746043658824,1746050906644,,,derived,,,
1746058009551,1746057867450,,,,,fromMother,1746055765158,,
1746058069071,1746058058316,,,,,fromMother,1746042591871,,
1746058141562,1746058130314,,,,,fromMother,1746058058316,,
1746058175727,1746058164973,,,,,fromMother,1746058058316,,
1746058265399,1746058253271,,,,,fromMother,1746058164973,,
1746058444344,1746058301790,1746058164973,1746058416998,,,derived,,,
1746058570403,1746058550897,,,,,loaned,,1746058164973,
1746058659606,1746058649156,,,,,fromMother,1746058550897,,
1746058692605,1746058675985,,,,,fromMother,1746058649156,,
1746063783516,1746063769616,,,,,fromMother,1746063406369,,
1746063955696,1746063944604,,,,,fromMother,1746063769616,,
1746064046973,1746063990586,,,,,fromMother,1746063944604,,
1746064104219,1746064092435,,,,,fromMother,1746063990586,,
1746064139691,1746064128894,,,,,fromMother,1746064092435,,
1746064186842,1746064175661,,,,,fromMother,1746063944604,,
1746064353637,1746064338951,,,,,fromMother,1746064175661,,
1746065009548,1746064997164,,,,,fromMother,1746064338951,,
1746065156575,1746065089821,,,,,fromMother,1746064338951,,
1746065327874,1746065314990,,,,,fromMother,1746064175661,,
1746065430221,1746065232786,,,,,fromMother,1746065089821,,
1746065457328,1746065201078,,,,,fromMother,1746065089821,,
1746065576256,1746065563518,,,,,fromMother,1746065314990,,
1746065625993,1746065615906,,,,,fromMother,1746065563518,,
1746065680772,1746065670443,,,,,fromMother,1746065314990,,
1746065781741,1746065771222,,,,,fromMother,1746064175661,,
1746065840599,1746065829584,,,,,fromMother,1746065771222,,
1746066051047,1746066041526,,,,,fromMother,1746065771222,,
1746066099747,1746066088527,,,,,fromMother,1746064175661,,
1746066195177,1746066174760,,,,,fromMother,1746066088527,,
1746066250426,1746066239800,,,,,fromMother,1746066174760,,
1746066356385,1746066329614,,,,,fromMother,1746066088527,,
1746066399588,1746066387746,,,,,fromMother,1746066329614,,
1746066456075,1746066444699,,,,,fromMother,1746063769616,,
1746067151849,1746067141562,,,,,fromMother,1746066444699,,
1746067223799,1746067211852,,,,,fromMother,1746067141562,,
1746067280410,1746067270265,,,,,fromMother,1746067211852,,
1746067322716,1746067311849,,,,,fromMother,1746067270265,,
1746067365186,1746067355304,,,,,fromMother,1746067311849,,
1746151275118,1746151267053,,,,,fromMother,1746151228272,,
1746151479134,1746151467869,,,,,fromMother,1746151228272,,
1746151769512,1746151761146,,,,,fromMother,1746151467869,,
1746236931093,1746236922824,,,,,fromMother,1746151761146,,
1746237465626,1746237439145,,,,,fromMother,1746237242453,,
1746237553500,1746237545502,,,,,fromMother,1746237439145,,
1746237565979,1746237242453,,,,,fromMother,1746151267053,,
1746237640342,1746237629831,,,,,fromMother,1746237439145,,
1746237859644,1746237773278,1746237242453,1746237686689,,,derived,,,
1746238394141,1746238378366,,,,,fromMother,1746237773278,,
1746239032813,1746238468023,1746238378366,,Via the supine.,,derived,,,
1746239153744,1746239143610,,,,,fromMother,1746239092228,,
1746239166054,1746239092228,,,,,fromMother,1746238378366,,
1746239226027,1746239219601,,,,,fromMother,1746239092228,,
1746239268227,1746239262738,,,,,fromMother,1746239219601,,
1746239302897,1746239296249,,,,,fromMother,1746239219601,,
1746239356325,1746239342483,,,,,fromMother,1746238378366,,
1746239426931,1746239418933,,,,,fromMother,1746238468023,,
1746239481390,1746239469173,,,,,fromMother,1746239418933,,
1746239540195,1746239532503,,,,,fromMother,1746239418933,,
1746239580228,1746239573489,,,,,fromMother,1746239532503,,
1746239619212,1746239610554,,,,,fromMother,1746239532503,,
1746239709939,1746239692382,,,,,fromMother,1746151267053,,
1746239870138,1746239864281,,,,,fromMother,1746239692382,,
1746239961274,1746239955099,,,,,fromMother,1746239864281,,
1746239989187,1746239981160,,,,,fromMother,1746151267053,,
1746240015931,1746240009711,,,,,fromMother,1746239981160,,
1746240050258,1746240043911,,,,,fromMother,1746239981160,,
1746240608371,1746240148458,1746151228272,1746240087006,,,derived,,,
1746240707001,1746240696087,,,,,fromMother,1746240148458,,
1746241130668,1746241122857,,,,,fromMother,1746240696087,,
1746241260408,1746241253420,,,,,fromMother,1746240696087,,
1746241530668,1746241487224,,,Rendered a verb with the stative suffix <i><b>*-məʔ</></i>.,,fromMother,1746241346661,,
1746241808161,1746241793835,,,,,fromMother,1746241487224,,
1746242000844,1746241992220,,,,,fromMother,1746241487224,,
1746242238382,1746242229272,,,,,fromMother,1746241992220,,
1746242364266,1746242357573,,,,,fromMother,1746241992220,,
1746242511360,1746242451795,,,"Due to the speakers of Proto-Sumro-Naukl having shifted to becoming Hunter-Gatherers, this originally agricultural term broadened its meaning to encompass food as a whole.",,fromMother,1746241346661,,
1746242666994,1746242657811,,,,,fromMother,1746242451795,,
1746242938513,1746242931980,,,,,fromMother,1746242657811,,
1746243053587,1746243045345,,,,,fromMother,1746242931980,,
1746243181644,1746243174562,,,,,fromMother,1746242657811,,
1746243294754,1746243253472,1746243282282,1746242657811,,,derived,,,
1746243347329,1746243338415,,,,,fromMother,1746243253472,,
1746243417529,1746243410245,,,,,fromMother,1746243338415,,
1746243580414,1746243570165,,,,,fromMother,1746243544647,,
1746243636135,1746243617464,,,,,fromMother,1746243570165,,
1746243691642,1746243659798,,,,,fromMother,1746243617464,,
1746243747483,1746243729525,,,,,fromMother,1746243570165,,
1746244008538,1746244000238,,,,,fromMother,1746243544647,,
1746244199113,1746244161143,,,,,fromMother,1746244000238,,
1746292729492,1746292719339,,,,,fromMother,1746292685330,,
1746293152521,1746292840573,,,,,fromMother,1746292719339,,
1746293299451,1746293286648,,,,,fromMother,1746292840573,,
1746318337622,1746318272894,1746318159788,1746318322058,,,derived,,,
1746318416245,1746318404632,,,,,fromMother,1746318272894,,
1746319948746,1746319935243,,,,,fromMother,1746318404632,,
1746320123947,1746320023456,1746319935243,1746320071124,,,derived,,,
1746320336452,1746320326103,,,,,fromMother,1746320023456,,
1746320398847,1746320390434,,,,,fromMother,1746320359013,,
1746320814085,1746320804227,,,,,fromMother,1746320390434,,
1746320845857,1746320839406,,,,,fromMother,1746320390434,,
1746320929702,1746320921159,,,,,fromMother,1746320839406,,
1746320988365,1746320976912,,,,,fromMother,1746320359013,,
1746321039195,1746321031040,,,,,fromMother,1746320976912,,
1746321094945,1746321088936,,,,,fromMother,1746321031040,,
1746321145393,1746321138128,,,,,fromMother,1746321031040,,
1746321181325,1746321171713,,,,,fromMother,1746320976912,,
1746321220329,1746321213938,,,,,fromMother,1746321171713,,
1746321315578,1746321309176,,,,,fromMother,1746321213938,,
1746321479963,1746321470946,,,,,fromMother,1746321309176,,
1746321520323,1746321512414,,,,,fromMother,1746321171713,,
1746321631801,1746321624833,,,,,fromMother,1746321512414,,
1746321738908,1746321727883,,,,,fromMother,1746321624833,,
1746321800290,1746321793184,,,,,fromMother,1746321624833,,
1746321898900,1746321890238,,,,,fromMother,1746321793184,,
1746321938826,1746321932619,,,,,fromMother,1746321793184,,
1746321989354,1746321981937,,,,,fromMother,1746321512414,,
1746322065571,1746322038570,,,,,fromMother,1746321981937,,
1746322110683,1746322103006,,,,,fromMother,1746321981937,,
1746322312374,1746322209263,1746321171713,,"Via the participle <i>aflon</i> ""taking"".",,derived,,,
1746322366804,1746322358403,,,,,fromMother,1746322209263,,
1746322715051,1746322706965,,,,,fromMother,1746320976912,,
1746322801921,1746322793781,,,,,fromMother,1746322706965,,
1746322933153,1746322926666,,,,,fromMother,1746322793781,,
1746323001001,1746322994920,,,,,fromMother,1746322706965,,
1746323045905,1746323038503,,,,,fromMother,1746320976912,,
1746323091089,1746323084391,,,,,fromMother,1746323038503,,
1746323143794,1746323138200,,,,,fromMother,1746323038503,,
1746323199663,1746323183255,,,The sporadic initial long vowel remains unexplained.,,fromMother,1746323038503,,
1746323252915,1746323247067,,,,,fromMother,1746323183255,,
1746323333994,1746323327357,,,,,fromMother,1746323183255,,
1746323411429,1746323399353,1746323183255,1746323374862,,,derived,,,
1746323518843,1746323509066,1746323399353,1746323473047,,,derived,,,
1746323594899,1746323585860,1746323399353,1746323553239,,,derived,,,
1746323680192,1746323672784,1746323183255,,,,derived,,,
1746323950717,1746323930597,1746323672784,,,,derived,,,
1746324017619,1746324007324,1746323183255,1746323978469,,,derived,,,
1746324129053,1746324113508,1746323183255,1746324065504,,,derived,,,
1746324208344,1746324174835,1746324113508,,"Via the past participle <i>aafӑnik</i> ""loosened"".",,derived,,,
1746324277930,1746324266802,1746323183255,1746324244343,,,derived,,,
1746324334769,1746324320290,1746324266802,1746324300923,,,derived,,,
1746324422707,1746324396228,1746323183255,1746324367847,,,derived,,,
1746324478556,1746324450915,1746324396228,1746324065504,,,derived,,,
1746324773932,1746324755782,1746323183255,1746324716535,,,derived,,,
1746324862675,1746324846181,1746324755782,1746324818131,,,derived,,,
1746324930766,1746324920615,1746324846181,1746324893572,,,derived,,,
1746325026124,1746325012859,1746324755782,1746324971330,,,derived,,,
1746325103929,1746325090113,1746325012859,1746325049437,,,derived,,,
1746382423671,1746382413540,,,,,fromMother,1746382208122,,
1746382689250,1746382648888,,,,,fromMother,1746382413540,,
1746382936678,1746382928555,,,,,fromMother,1746382413540,,
1746383060072,1746383052685,,,,,fromMother,1746382928555,,
1746383091686,1746383084794,,,,,fromMother,1746382928555,,
1746383165335,1746383136985,,,,,fromMother,1746382208122,,
1746383512534,1746058187945,,,,,fromMother,1746058058316,,
1746386115333,1746386107248,,,,,fromMother,1746383136985,,
1746386209532,1746386201545,,,,,fromMother,1746386107248,,
1746386353986,1746386339761,1746386201545,1746386275771,,,derived,,,
1746386485413,1746386477834,,,,,fromMother,1746386107248,,
1746386559924,1746386552517,,,,,fromMother,1746386477834,,
1746386708707,1746386700061,,,,,fromMother,1746386552517,,
1746386780172,1746386770677,,,,,fromMother,1746383136985,,
1746387411648,1746387400536,,,Due to the /n/ before the final consonant this noun was reanalysed as being feminine inanimate,,fromMother,1746386770677,,
1746387569214,1746387557181,,,,,fromMother,1746387400536,,
1746388033276,1746388025824,,,,,fromMother,1746387557181,,
1746388097984,1746388087459,,,,,fromMother,1746386770677,,
1746395029043,1746395006304,1746386770677,,Via the collective.,,derived,,,
1746395133290,1746395123782,,,,,fromMother,1746395006304,,
1746395263126,1746395232814,,,,,fromMother,1746395123782,,
1746397325516,1746397315865,,,,,fromMother,1746383136985,,
1746397776866,1746397768905,,,,,fromMother,1746397315865,,
1746398191482,1746398182550,,,,,fromMother,1746397768905,,
1746398348665,1746398336988,,,,,fromMother,1746397768905,,
1746398381994,1746398374623,,,,,fromMother,1746397768905,,
1746398455593,1746398448466,,,,,fromMother,1746397315865,,
1746398600178,1746398592919,,,,,fromMother,1746398448466,,
1746398868887,1746398693604,1746382208122,1746398627973,,,derived,,,
1746399067305,1746399005942,,,,,fromMother,1746398693604,,
1746399254345,1746399244561,,,,,fromMother,1746399005942,,
1746399327789,1746399317176,,,,,fromMother,1746398693604,,
1746399445512,1746399428946,,,,,fromMother,1746399317176,,
1746399593337,1746399578496,,,,,fromMother,1746399428946,,
1746399765074,1746399756082,,,,,fromMother,1746399578496,,
1746399985793,1746399978118,,,,,fromMother,1746399756082,,
1746400070094,1746400050842,1746399756082,,Via the feminine inanimate.,,derived,,,
1746400336746,1746400302918,,,,,fromMother,1746399317176,,
1746400558168,1746400550843,,,,,fromMother,1746400302918,,
1746400646538,1746400638159,,,,,fromMother,1746400550843,,
1746400712513,1746400704373,,,,,fromMother,1746399317176,,
1746400759080,1746400746215,,,,,fromMother,1746400704373,,
1746401316300,1746401257713,,,"Via the Hrotongi Old Sumre form <i>janpri</i> which maintained the more archaic meaning of ""penis"".",,fromMother,1746400746215,,
1746401532960,1746401527291,,,,,fromMother,1746401257713,,
1746401613296,1746401607234,,,,,fromMother,1746401527291,,
1746401684664,1746401678430,,,,,fromMother,1746401527291,,
1746401751591,1746401745220,,,,,fromMother,1746401678430,,
1746401927929,1746401873016,1746382208122,1746401908628,,,derived,,,
1746402095515,1746402085543,,,,,fromMother,1746401873016,,
1746402206144,1746402190330,,,,,fromMother,1746402085543,,
1746402323365,1746402313146,,,,,fromMother,1746401873016,,
1746402388458,1746402377752,,,,,fromMother,1746402313146,,
1746402481459,1746402470974,,,,,fromMother,1746402377752,,
1746402585696,1746402578229,,,,,fromMother,1746402377752,,
1746402651815,1746402643773,,,,,fromMother,1746402578229,,
1746402722465,1746402715965,,,,,fromMother,1746402643773,,
1746402828167,1746402819282,,,,,fromMother,1746402643773,,
1746403034448,1746403026142,,,,,fromMother,1746402313146,,
1746403128095,1746403121399,,,,,fromMother,1746403026142,,
1746403160774,1746403154404,,,,,fromMother,1746403121399,,
1746403291704,1746403285691,,,,,fromMother,1746403026142,,
1746403384574,1746403378016,,,,,fromMother,1746403285691,,
1746403534949,1746403472224,1746403427513,1746382208122,,,derived,,,
1746472930804,1746472921797,,,,,fromMother,1746472895701,,
1746473114319,1746473102951,,,,,fromMother,1746472921797,,
1746473147084,1746473139109,,,,,fromMother,1746472921797,,
1746473421658,1746473414498,,,,,fromMother,1746473139109,,
1746473444642,1746473439044,,,,,fromMother,1746473139109,,
1746473577114,1746473564545,,,,,fromMother,1746472895701,,
1746473612853,1746473600549,,,,,fromMother,1746473564545,,
1746473655206,1746473642677,,,,,fromMother,1746473600549,,
1746473816275,1746473808346,,,,,fromMother,1746473642677,,
1746473841924,1746473833793,,,,,fromMother,1746473808346,,
1746474157712,1746473937057,1746474053181,1746473833793,"Originally <i>praulî-zi</i> began as an emphatic counterpart to <i>zi</i> but eventually it replaced <i>zi</i> entirely and became the default word for ""yes""",,derived,,,
1746474281533,1746474269842,,,,,fromMother,1746473564545,,
1746474347011,1746474338514,,,,,fromMother,1746474269842,,
1746474376411,1746474369426,,,,,fromMother,1746473564545,,
1746474465850,1746474396919,,,,,fromMother,1746474369426,,
1746474489354,1746474481496,,,,,fromMother,1746474369426,,
1746474519539,1746474503488,,,,,fromMother,1746474369426,,
1746474554950,1746474543311,,,,,fromMother,1746474503488,,
1746474582005,1746474568834,,,,,fromMother,1746474503488,,
1746475206722,1746475185198,,,Via the Hrotongi Old Sumre form <i>aja</i>.,,fromMother,1746474503488,,
1746477701153,1746477686758,,,,,fromMother,1746477637488,,
1746477736899,1746477726929,,,,,fromMother,1746477686758,,
1746477811058,1746477800443,,,,,fromMother,1746477637488,,
1746477869308,1746477859280,,,,,fromMother,1746477800443,,
1746477940714,1746477931739,,,,,fromMother,1746477859280,,
1746478294908,1746478286079,,,,,fromMother,1746477859280,,
1746480921044,1746480742295,,,,,fromMother,1746477800443,,
1746481746764,1746481560694,,,,,fromMother,1746480742295,,
1746483345116,1746483333138,,,,,fromMother,1746481560694,,
1746483581870,1746483480192,1746483408460,1746483436146,"Via <i>sazeiv</i> ""joke telling"" the supine of <i>zeit</i>.",,derived,,,
1746483661619,1746483622349,1746483333138,1746483644293,,,derived,,,
1746483745686,1746483732481,,,,,fromMother,1746477800443,,
1746483817011,1746483804748,,,,,fromMother,1746483732481,,
1746484109993,1746484101262,,,,,fromMother,1746483804748,,
1746484331637,1746484313519,1746484259131,,Via the supine.,,derived,,,
1746484408637,1746484161119,1746484313519,1746484376180,So derived for this plant grows well after wildfires.,,derived,,,
1746484426302,1746484376180,1746483804748,,Via the supine.,,derived,,,
1746484523675,1746484513810,,,,,fromMother,1746477800443,,
1746484579209,1746484571006,,,,,fromMother,1746484513810,,
1746484634025,1746484626662,,,,,fromMother,1746484513810,,
1746484828057,1746484820947,,,,,fromMother,1746484626662,,
1746484894156,1746484883978,,,,,fromMother,1746484513810,,
1746484975377,1746484966780,,,,,fromMother,1746484883978,,
1746485096200,1746485083412,1746484883978,1746485029991,,,derived,,,
1746485230065,1746485209682,1746484883978,1746324244343,,,derived,,,
1746485342793,1746485310640,1746484513810,1746485329018,,,derived,,,
1746485390091,1746485379921,,,,,fromMother,1746485310640,,
1746485428796,1746485419458,,,,,fromMother,1746485310640,,
1746485473394,1746485462565,,,,,fromMother,1746485310640,,
1746485558954,1746485548181,1746485310640,1746485514061,,,derived,,,
1746485615687,1746485607621,,,,,fromMother,1746485548181,,
1746485665537,1746485657870,,,,,fromMother,1746485548181,,
1746485772722,1746485760322,,,,,fromMother,1746485548181,,
1746485817972,1746485810568,,,,,fromMother,1746485760322,,
1746485888514,1746485858215,1746484513810,1746485875840,,,derived,,,
1746485974259,1746485916330,,,,,fromMother,1746485858215,,
1746486020069,1746486009453,,,,,fromMother,1746485858215,,
1746486244662,1746486229222,1746486009453,1746486197544,,,derived,,,
1746568472022,1746568460740,,,,,fromMother,1746568413253,,
1746568569450,1746568559222,,,,,fromMother,1746568460740,,
1746568669040,1746568659668,,,,,fromMother,1746568559222,,
1746568747499,1746568728460,,,,,fromMother,1746568559222,,
1746568921155,1746568911086,,,,,fromMother,1746568728460,,
1746568981730,1746568970342,,,,,fromMother,1746481560694,,
1746569526182,1746569511584,,,,,fromMother,1746568728460,,
1746569627915,1746569619090,,,,,fromMother,1746568728460,,
1746569850438,1746569831929,1746568559222,1746569659906,,,derived,,,
1746570069287,1746570060449,,,,,fromMother,1746569831929,,
1746570251897,1746570188662,1746568559222,1746570229090,,,derived,,,
1746570276192,1746570157256,1746570100479,1746570188662,,,derived,,,
1746713334857,1746713318865,1746403427513,1746713281455,,,derived,,,
1746713403935,1746713396419,,,,,fromMother,1746713369885,,
1746713481514,1746713471979,,,,,fromMother,1746713396419,,
1746713524617,1746713515573,,,,,fromMother,1746713471979,,
1746713648019,1746713634329,1746713369885,1746713601488,,,derived,,,
1746713753451,1746713742571,,,,,fromMother,1746713634329,,
1746713841253,1746713816904,,,,,fromMother,1746713634329,,
1746713911356,1746713901582,,,,,fromMother,1746713816904,,
1746713991601,1746713984054,,,,,fromMother,1746713901582,,
1746714101983,1746714066597,,,,,fromMother,1746713901582,,
1746714175250,1746714166157,,,,,fromMother,1746713816904,,
1746714221676,1746714211540,,,,,fromMother,1746714166157,,
1746714252859,1746714246278,,,,,fromMother,1746714211540,,
1746714304361,1746714296878,,,,,fromMother,1746714277917,,
1746714337207,1746714330662,,,,,fromMother,1746714246278,,
1746714361489,1746714277917,,,,,fromMother,1746714246278,,
1746714406288,1746714398750,,,,,fromMother,1746714330662,,
1746714435580,1746714427833,,,,,fromMother,1746714211540,,
1746714566091,1746714496730,1746714211540,,Via the feminine animate.,,derived,,,
1746714698894,1746714689327,,,,,fromMother,1746714496730,,
1746714812919,1746714804958,,,,,fromMother,1746714689327,,
1746714881974,1746714876224,,,,,fromMother,1746714804958,,
1746714987226,1746714952405,1746714876224,1746714968259,,,derived,,,
1746715095734,1746715081815,1746714876224,1746715026580,,,derived,,,
1746715150260,1746715133954,1746715118154,1746714876224,,,derived,,,
1746715293721,1746715285260,,,,,fromMother,1746714496730,,
1746715350045,1746715335419,1746714211540,1746243659798,,,derived,,,
1746715411413,1746715400247,,,,,fromMother,1746715335419,,
1746732491555,1746732481311,,,,,fromMother,1746713816904,,
1746732537330,1746732528988,,,,,fromMother,1746732481311,,
1746732649704,1746732640522,,,,,fromMother,1746713816904,,
1746732722262,1746732711287,,,,,fromMother,1746732640522,,
1746732833403,1746732823434,,,,,fromMother,1746732640522,,
1746732897303,1746732875632,,,,,fromMother,1746732640522,,
1746732939278,1746732929008,,,,,fromMother,1746732875632,,
1746733289933,1746733263041,,,,,loaned,,1746732640522,
1746741343270,1746741336690,,,,,fromMother,1746733263041,,
1746741441525,1746741435716,,,,,fromMother,1746741336690,,
1746741496567,1746741490667,,,,,fromMother,1746733263041,,
1746741556221,1746741550297,,,,,fromMother,1746741490667,,
1746742319974,1746742313948,,,,,fromMother,1746741490667,,
1746742430701,1746742412025,1746742313948,1746742369000,,,derived,,,
1746742511699,1746742498518,1746713369885,1746742474476,,,derived,,,
1746742595633,1746742585712,,,,,fromMother,1746742498518,,
1746742736763,1746742720818,,,,,fromMother,1746742650270,,
1746742804096,1746742785990,,,,,fromMother,1746742720818,,
1746742878526,1746742869962,,,,,fromMother,1746742785990,,
1746743005999,1746742958720,,,,,fromMother,1746742785990,,
1746743090476,1746743082280,,,,,fromMother,1746742958720,,
1746743177718,1746743170823,,,,,fromMother,1746743082280,,
1746743825545,1746743788561,1746742958720,1746743769229,"derived via the forename <i>Aulei</i>, name of the first king of a united Meilvarestu who is a revered historical figure.",,derived,,,
1746743864370,1746743854621,,,,,fromMother,1746743788561,,
1746743911230,1746743904117,,,,,fromMother,1746743854621,,
1746743996638,1746743987036,1746743904117,1746743971633,,,derived,,,
1746744092978,1746744041703,1746742720818,1746744074051,,,derived,,,
1746744150887,1746744141958,,,,,fromMother,1746744041703,,
1746744185556,1746744174224,,,,,fromMother,1746744141958,,
1746744261606,1746744213946,1746742720818,1746744249402,,,derived,,,
1746744292767,1746744284866,,,,,fromMother,1746744213946,,
1746744353717,1746744336107,1746742720818,,Via the collective.,,derived,,,
1746744398999,1746744390739,,,,,fromMother,1746744336107,,
1746744456624,1746744437828,,,,,fromMother,1746744390739,,
1746744812903,1746742650270,,,,,fromMother,1746742498518,,
1746745523306,1746745514666,,,,,fromMother,1746742650270,,
1746745579317,1746745571683,,,,,fromMother,1746745514666,,
1746745611879,1746745604940,,,,,fromMother,1746745571683,,
1746745711662,1746745704043,,,,,fromMother,1746742650270,,
1746745751972,1746745745905,,,,,fromMother,1746745704043,,
1746745790166,1746745778986,,,,,fromMother,1746745704043,,
1746745852911,1746745815390,1746713369885,1746240087006,,,derived,,,
1746745917472,1746745906379,,,,,fromMother,1746745815390,,
1746745979976,1746745967788,,,,,fromMother,1746745906379,,
1746746053997,1746746045012,,,,,fromMother,1746745967788,,
1747150811364,1747150740543,1747150762253,1747150778902,A reduced form of <i>*rėdomta</i>.,,derived,,,
1747295133079,1747295122536,,,,,fromMother,1747295076561,,
1747295208269,1747295194654,,,,,fromMother,1747295122536,,
1747295331453,1747295321232,,,,,fromMother,1747295122536,,
1747295358348,1747295238410,,,,,fromMother,1747295194654,,
1747295470074,1747295415740,,,,,fromMother,1747295321232,,
1747295693331,1747295620446,1747295321232,1746485329018,,,derived,,,
1747295783101,1747295537692,1747295620446,1746485514061,,,derived,,,
1747296014827,1747295995559,,,,,fromMother,1747295537692,,
1747296129303,1747296093843,1747295321232,1747296071919,"Via the supine form <i>kə̄sv</i> ""slipping, sliding"".",,derived,,,
1747296373774,1747296361416,,,,,fromMother,1747296093843,,
1747296446526,1747296435630,1747295122536,1747296404113,,,derived,,,
1747296877985,1747296863525,,,,,fromMother,1747296826052,,
1747296928794,1747296919933,,,,,fromMother,1747296863525,,
1747296982626,1747296973715,,,,,fromMother,1747296863525,,
1747297166965,1747297157019,,,,,fromMother,1747296826052,,
1747297379653,1746484259131,,,,,fromMother,1747297157019,,
1747297688971,1747297675788,,,,,fromMother,1746484259131,,
1747297800444,1747297790038,1747297755071,1747297675788,,,derived,,,
1747305842371,1747305830981,,,,,fromMother,1747296826052,,
1747305901221,1747305894309,,,,,fromMother,1747305830981,,
1747305940976,1747305934082,,,,,fromMother,1747305830981,,
1747306006441,1747305993815,,,,,fromMother,1747305830981,,
1747306106700,1747306093405,,,,,fromMother,1747305993815,,
1747306164415,1747306155480,,,,,fromMother,1747305993815,,
