word_id,language_id,word,noun_meaning,word_note,example_sentences,parent_language_id,verb_meaning,adj_meaning,adv_meaning,pron_meaning,part_meaning,interj_meaning,conj_meaning,noun_sentence_examples,verb_sentence_examples,adj_sentence_examples,adv_sentence_examples,pron_sentence_examples,interj_sentence_examples,part_sentence_examples,conj_sentence_examples,word_type,adp_meaning,affix_meaning,noun_word_forms,verb_word_forms,adj_word_forms,adv_word_forms,adp_word_forms,pron_word_forms,part_word_forms,interj_word_forms,conj_word_forms,affix_word_forms,noun_word_categories,verb_word_categories,adj_word_categories,adv_word_categories,adp_word_categories,conj_word_categories,pron_word_categories,interj_word_categories,affix_word_categories,part_word_categories,ipa,adp_sentence_examples,date_added,date_edited,made_by,edited_by,tags,variant_of,clitic_word_forms,clitic_meaning,clitic_word_categories,inflection,thesaurus,num_meaning,num_word_forms,num_word_categories
1745982051930,1745981984571,abiliti,,,,,"[""cling to"",""snag on"",""dote on"",""value"",""appeciate"",""admire"",""adore""]",,,,,,,,,,,,,,,word,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-14 16:12:00+00,,1745767579287,,[],,,,,,,,,
1745982220772,1745982065666,āblete,,,,,"[""cling to"",""snag on"",""dote on"",""value"",""appreciate"",""admire"",""adore""]",,,,,,,,,,,,,,,word,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-14 16:12:00+00,,1745767579287,,[],,,,,,,,,
1745982284146,1745982248483,āblete,,,,,"[""cling to"",""snag on"",""dote on"",""value"",""appreciate"",""admire"",""adore""]",,,,,,,,,,,,,,,word,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-14 16:12:00+00,,1745767579287,,[],,,,,,,,,
1745982342926,1745982308962,eblete,,,,,"[""cling to"",""snag on"",""dote on"",""value"",""appreciate"",""admire"",""adore""]",,,,,,,,,,,,,,,word,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-14 16:12:00+00,,1745767579287,,[],,,,,,,,,
1745982439735,1745982393332,eblete,,,,,"[""cling to"",""snag on"",""dote on"",""value"",""appreciate"",""admire"",""adore""]",,,,,,,,,,,,,,,word,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-14 16:12:00+00,,1745767579287,,[],,,,,,,,,
1745982483567,1745890490563,s,,,,,,,,,,,,,,,,,,,,suffix,,"[""causative suffix""]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],s,,2025-06-14 16:12:00+00,,1745767579287,,[],,,,,,,,,
1745982520761,1745890490563,abilisti,,,,,"[""embrace"",""hug""]",,,,,,,,,,,,,,,word,,,[],[],[],[],[],[],[],[],[],[],[],"[{""abbreviation"":""trans"",""category_name"":""Transitivity"",""category_type"":""transitive""}]",[],[],[],[],[],[],[],[],ɑˈbi.listi,,2025-06-14 16:12:00+00,,1745767579287,,[],,,,,,,,,
1745982581583,1745890490563,pari,,,,,,"[""wide"",""broad""]",,,,,,,,,,,,,,word,,,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],ˈpɑ.ri,,2025-06-14 16:12:00+00,,1745767579287,,[],,,,,,,,,
1745982616420,1745890490563,parabilis,,,,,,,"[""spread apart"",""dispersed"",""abroad"",""forth"",""widely"",""broadly"",""in general"",""as a rule"",""typically"",""normally"",""grandiousely"",""famously"",""easily"",""with little hesitation"",""eagerly"",""in great amounts"",""clearly"",""truthfully"",""honestly"",""for all to see"",""publicly"",""in public"",""apparantly"",""obviously"",""apart""]",,,,,,,,,,,,,word,,,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],ˈpɑ.rɑbilis,,2025-06-14 16:12:00+00,,1745767579287,,[],,,,,,,,,
1746042412409,1745868984525,abonu,,,,,,"[""inflammable"",""unreactive""]",,,,,,,,,,,,,,word,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-14 16:12:00+00,,1745767579287,,[],,,,,,,,,
1746042591871,1745868975050,aβon,"[""aspen""]",,,,,,,,,,,,,,,,,,,word,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-14 16:12:00+00,,1745767579287,,[],,,,,,,,,
1746043422904,1745881826951,awun,"[""aspen""]",,,,,,,,,,,,,,,,,,,word,,,[],[],[],[],[],[],[],[],[],[],"[{""abbreviation"":""inan"",""category_name"":""Gender"",""category_type"":""inanimate""}]",[],[],[],[],[],[],[],[],[],,,2025-06-14 16:12:00+00,,1745767579287,,[],,,,,,,,,
1746043470360,1745890490563,avunvi,"[""aspen""]",,,,,,,,,,,,,,,,,,,word,,,[],[],[],[],[],[],[],[],[],[],"[{""abbreviation"":""inan"",""category_name"":""Gender"",""category_type"":""inanimate""}]",[],[],[],[],[],[],[],[],[],ɑˈvun.vi,,2025-06-14 16:12:00+00,,1745767579287,,[],,,,,,,,,
1746043508626,1745981537670,ahnv,"[""aspen""]",,,,,,,,,,,,,,,,,,,word,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-14 16:12:00+00,,1745767579287,,[],,,,,,,,,
1746043658824,1745890490563,avunkasjeisvi,"[""bronze""]",,,,,,,,,,,,,,,,,,,word,,,[],[],[],[],[],[],[],[],[],[],"[{""abbreviation"":""inan"",""category_name"":""Gender"",""category_type"":""inanimate""}]",[],[],[],[],[],[],[],[],[],ɑˈvun.kɑsjei̯svi,,2025-06-14 16:12:00+00,,1745767579287,,[],,,,,,,,,
1746043720362,1745890490563,jeisvi,,,,,,,,,,,,,,,,,,,,suffix,,"[""denotes 'something from a place'""]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],jei̯svi,,2025-06-14 16:12:00+00,,1745767579287,,[],,,,,,,,,
1746043857355,1745980210575,bhanhazzīzbhi,"[""bronze""]",,,,,,,,,,,,,,,,,,,word,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-14 16:12:00+00,,1745767579287,,[],,,,,,,,,
1746044516170,1746044415909,avunkaesīth,"[""bronze""]",,,,,,,,,,,,,,,,,,,word,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-14 16:12:00+00,,1745767579287,,[],,,,,,,,,
1746044874935,1746044573732,avunkasjīth,"[""bronze""]",,,,,,,,,,,,,,,,,,,word,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-14 16:12:00+00,,1745767579287,,[],,,,,,,,,
1746045126732,1745981537670,kahieihv,"[""bronze""]",,,,,,,,,,,,,,,,,,,word,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-14 16:12:00+00,,1745767579287,,[],,,,,,,,,
1746045542285,1746045486841,kâîv,"[""bronze""]",,,,,,,,,,,,,,,,,,,word,,,[],[],[],[],[],[],[],[],[],[],"[{""abbreviation"":""inan"",""category_name"":""Gender"",""category_type"":""inanimate""}]",[],[],[],[],[],[],[],[],[],,,2025-06-14 16:12:00+00,,1745767579287,,[],,,,,,,,,
1746047662384,1746047620890,kehjuiçv,"[""bronze""]",,,,,,,,,,,,,,,,,,,word,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-14 16:12:00+00,,1745767579287,,[],,,,,,,,,
1746047702048,1745981984571,avnkajavi,"[""bronze""]",,,,,,,,,,,,,,,,,,,word,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-14 16:12:00+00,,1745767579287,,[],,,,,,,,,
1746047864284,1746047845162,avkaja,"[""bronze""]",,,,,,,,,,,,,,,,,,,word,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-14 16:12:00+00,,1745767579287,,[],,,,,,,,,
1746048004279,1746047930873,abankajesī,"[""bronze""]",,,,,,,,,,,,,,,,,,,word,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-14 16:12:00+00,,1745767579287,,[],,,,,,,,,
1746048059693,1745776266766,abankajesii,"[""bronze""]",,,,,,,,,,,,,,,,,,,word,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-14 16:12:00+00,,1745767579287,,[],,,,,,,,,
1746048200814,1745890490563,avunkasjeisuja,"[""coin""]",,,,,,,,,,,,,,,,,,,word,,,[],[],[],[],[],[],[],[],[],[],"[{""abbreviation"":""inan"",""category_name"":""Gender"",""category_type"":""inanimate""}]",[],[],[],[],[],[],[],[],[],ɑˈvun.kɑsjei̯sujɑ,,2025-06-14 16:12:00+00,,1745767579287,,[],,,,,,,,,
1746048273130,1746044415909,avunkasuga,"[""coin""]",,,,,,,,,,,,,,,,,,,word,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-14 16:12:00+00,,1745767579287,,[],,,,,,,,,
1746048311960,1745981537670,vnkasuia,"[""coin""]",,,,,,,,,,,,,,,,,,,word,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-14 16:12:00+00,,1745767579287,,[],,,,,,,,,
1746048423304,1746045486841,kasuia,"[""coin""]",,,,,,,,,,,,,,,,,,,word,,,[],[],[],[],[],[],[],[],[],[],"[{""abbreviation"":""inan"",""category_name"":""Gender"",""category_type"":""inanimate""}]",[],[],[],[],[],[],[],[],[],,,2025-06-14 16:12:00+00,,1745767579287,,[],,,,,,,,,
1746048457203,1746047620890,kasuja,"[""coin""]",,,,,,,,,,,,,,,,,,,word,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-14 16:12:00+00,,1745767579287,,[],,,,,,,,,
1746048488290,1745981984571,vnkasuja,"[""coin""]",,,,,,,,,,,,,,,,,,,word,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-14 16:12:00+00,,1745767579287,,[],,,,,,,,,
1746048529010,1746047845162,vinkas,"[""coin""]",,,,,,,,,,,,,,,,,,,word,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-14 16:12:00+00,,1745767579287,,[],,,,,,,,,
1746048603085,1746048572566,winka,"[""coin""]",,,,,,,,,,,,,,,,,,,word,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-14 16:12:00+00,,1745767579287,,[],,,,,,,,,
1746048626356,1746048579856,gwimpa,"[""coin""]",,,,,,,,,,,,,,,,,,,word,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-14 16:12:00+00,,1745767579287,,[],,,,,,,,,
1746048778544,1746048586560,huiņka,"[""coin""]",,,,,,,,,,,,,,,,,,,word,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-14 16:12:00+00,,1745767579287,,[],,,,,,,,,
1746048817418,1746048801844,verkas,"[""coin""]",,,,,,,,,,,,,,,,,,,word,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-14 16:12:00+00,,1745767579287,,[],,,,,,,,,
1746048901970,1746047930873,abunkasujā,"[""coin""]",,,,,,,,,,,,,,,,,,,word,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-14 16:12:00+00,,1745767579287,,[],,,,,,,,,
1746048944940,1745776266766,bünkasuja,"[""coin""]",,,,,,,,,,,,,,,,,,,word,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-14 16:12:00+00,,1745767579287,,[],,,,,,,,,
1746049111336,1745872417115,nikasuja,"[""money"",""currency""]",,,,,,,,,,,,,,,,,,,word,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-14 16:12:00+00,,1745767579287,,[],,,,,,,,,
1746049537560,1746047845162,nukhasuja,"[""money"",""currency""]",,,,,,,,,,,,,,,,,,,word,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-14 16:12:00+00,,1745767579287,,[],,,,,,,,,
1746049575262,1746048572566,nuosó,"[""money"",""currency""]",,,,,,,,,,,,,,,,,,,word,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-14 16:12:00+00,,1745767579287,,[],,,,,,,,,
1746049605323,1746048579856,nuó,"[""money"",""currency""]",,,,,,,,,,,,,,,,,,,word,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-14 16:12:00+00,,1745767579287,,[],,,,,,,,,
1746049649373,1746049050485,bȳkkaz,"[""coin""]",,,,,,,,,,,,,,,,,,,word,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-14 16:12:00+00,,1745767579287,,[],,,,,,,,,
1746050542535,1745869624173,bȳkerọje,"[""coin""]",,,,,,,,,,,,,,,,,,,word,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-14 16:12:00+00,,1745767579287,,[],,,,,,,,,
1746050608810,1746050556290,bjikerû,"[""coin""]",,,,,,,,,,,,,,,,,,,word,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-14 16:12:00+00,,1745767579287,,[],,,,,,,,,
1746050673356,1746050566205,pjikero,"[""coin""]",,,,,,,,,,,,,,,,,,,word,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-14 16:12:00+00,,1745767579287,,[],,,,,,,,,
1746050732377,1746050712805,pzikero,"[""coin""]",,,,,,,,,,,,,,,,,,,word,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-14 16:12:00+00,,1745767579287,,[],,,,,,,,,
1746050755012,1746050712805,pze,"[""knife""]",,,,,,,,,,,,,,,,,,,word,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-14 16:12:00+00,,1745767579287,,[],,,,,,,,,
1746050823685,1746050712805,pzepzikero,"[""name of currency used in Mocaczea""]",,,,,,,,,,,,,,,,,,,word,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-14 16:12:00+00,,1745767579287,,[],,,,,,,,,
1746050906644,1745890490563,le,,,,,,,,,,,,,,,,,,,,suffix,,"[""derives adjectives""]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],le,,2025-06-14 16:12:00+00,,1745767579287,,[],,,,,,,,,
1746055765158,1745890490563,avunkasjeislevi,,,,,,"[""(of human skin)"",""olive skinned"",""tanned""]",,,,,,,,,,,,,,word,,,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],ɑˈvun.kɑsjei̯slevi,,2025-06-14 16:12:00+00,,1745767579287,,[],,,,,,,,,
1746057867450,1745981537670,keihlv,,,,,,"[""(of human skin)"",""olive skinned"",""tanned""]",,,,,,,,,,,,,,word,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-14 16:12:00+00,,1745767579287,,[],,,,,,,,,
1746058058316,1745866478939,əβon,"[""aspen""]",,,,,,,,,,,,,,,,,,,word,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-14 16:12:00+00,,1745767579287,,[],,,,,,,,,
1746058130314,1745889592804,ivǫ,"[""aspen""]",,,,,,,,,,,,,,,,,,,word,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-14 16:12:00+00,,1745767579287,,[],,,,,,,,,
1746058164973,1745776266766,wen,"[""aspen""]",,,,,,,,,,,,,,,,,,,word,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-14 16:12:00+00,,1745767579287,,[],,,,,,,,,
1746058187945,1745872435803,ommuon,"[""aspen""]",,,,,,,,,,,,,,,,,,,word,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-14 16:12:00+00,,1745767579287,,[],,,,,,,,,
1746058253271,1746058205525,viu,"[""aspen""]",,,,,,,,,,,[],[],[],[],[],[],[],[],word,,,[],[],[],[],[],[],[],[],[],[],"[{""abbreviation"":""buzz"",""category_name"":""Gender"",""category_type"":""buzzard""}]",[],[],[],[],[],[],[],[],[],víu,[],2025-06-14 16:12:00+00,2025-06-14 17:38:29.065+00,1745767579287,1745767579287,[],,,,,,,,,
1746058301790,1745776266766,wenci,"[""subset of Vaipni spirits associated with the aspen tree""]",,,,,,,,,,,,,,,,,,,word,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-14 16:12:00+00,,1745767579287,,[],,,,,,,,,
1746058416998,1745776266766,ci,,,,,,,,,,,,[],[],[],[],[],[],[],[],suffix,,"[""derives names for groups or collections of people""]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],,[],2025-06-14 16:12:00+00,2026-07-08 03:25:35.72+00,1745767579287,1745767579287,[],,[],,,,{},,[],[]
1746058550897,1746058494985,wênī,"[""aspen"",""paper""]",,,,,,,,,,,,,,,,,,,word,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-14 16:12:00+00,,1745767579287,,[],,,,,,,,,
1746058649156,1746058217431,wênī,"[""aspen"",""paper""]",,,,,,,,,,,,,,,,,,,word,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-14 16:12:00+00,,1745767579287,,[],,,,,,,,,
1746058675985,1746058235418,wênī,"[""aspen"",""paper""]",,,,,,,,,,,,,,,,,,,word,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-14 16:12:00+00,,1745767579287,,[],,,,,,,,,
1746063406369,1745868984525,abǒrdu,"[""cave""]",,,,,,,,,,,[],[],[],[],[],[],[],[],word,,,"[{""ipa"":""aˈβɔr.dudun"",""name"":""collective"",""type"":""noun"",""word"":""abǒrdudun""},{""ipa"":"""",""name"":""paucal 2"",""type"":""noun"",""word"":""""},{""ipa"":"""",""name"":""singulative"",""type"":""noun"",""word"":""""},{""name"":""non-specific"",""type"":""noun"",""word"":""""}]",[],[],[],[],[],[],[],[],[],"[{""abbreviation"":""inan"",""category_name"":""Gender"",""category_type"":""inanimate""}]",[],[],[],[],[],[],[],[],[],aˈβɔr.du,[],2025-06-14 16:12:00+00,2026-07-12 15:33:39.012+00,1745767579287,1745767579287,[],,[],,,,{},,[],[]
1746063769616,1745868975050,aβǒrd,"[""cave""]",,,,,,,,,,,,,,,,,,,word,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-14 16:12:00+00,,1745767579287,,[],,,,,,,,,
1746063944604,1745881826951,awarud,"[""small stone house"",""stone cottage""]",,,,,,,,,,,,,,,,,,,word,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-14 16:12:00+00,,1745767579287,,[],,,,,,,,,
1746063990586,1745890596725,hawaurd,"[""stone house""]",,,,,,,,,,,[],[],[],[],[],[],[],[],word,,,[],[],[],[],[],[],[],[],[],[],"[{""abbreviation"":""inan"",""category_name"":""Gender"",""category_type"":""inanimate""}]",[],[],[],[],[],[],[],[],[],,[],2025-06-14 16:12:00+00,,1745767579287,,[],,,,,,,,,
1746064092435,1746064006382,hawavvd,"[""stone house""]",,,,,,,,,,,,,,,,,,,word,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-14 16:12:00+00,,1745767579287,,[],,,,,,,,,
1746064128894,1746064068895,huwɑvd,"[""stone house""]",,,,,,,,,,,,,,,,,,,word,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-14 16:12:00+00,,1745767579287,,[],,,,,,,,,
1746064175661,1745890490563,avarudvi,"[""small stone house"",""stone cottage""]",,,,,,,,,,,,,,,,,,,word,,,[],[],[],[],[],[],[],[],[],[],"[{""abbreviation"":""inan"",""category_name"":""Gender"",""category_type"":""inanimate""}]",[],[],[],[],[],[],[],[],[],ɑˈvɑ.rudvi,,2025-06-14 16:12:00+00,,1745767579287,,[],,,,,,,,,
1746064338951,1745980210575,abarrúdhbhi,"[""single room cottage for temporary shelter""]",,,,,,,,,,,,,,,,,,,word,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-14 16:12:00+00,,1745767579287,,[],,,,,,,,,
1746064997164,1745980318467," awarrju","[""single room cottage for temporary shelter""]",,,,,,,,,,,,,,,,,,,word,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-14 16:12:00+00,,1745767579287,,[],,,,,,,,,
1746065089821,1745981267773,ōarrúdhu,"[""single room cottage for temporary shelter""]",,,,,,,,,,,,,,,,,,,word,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-14 16:12:00+00,,1745767579287,,[],,,,,,,,,
1746065201078,1745981374658," eæridh","[""single room cottage for temporary shelter""]",,,,,,,,,,,,,,,,,,,word,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-14 16:12:00+00,,1745767579287,,[],,,,,,,,,
1746065232786,1745981465952,oworúdhu,"[""single room cottage for temporary shelter""]",,,,,,,,,,,,,,,,,,,word,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-14 16:12:00+00,,1745767579287,,[],,,,,,,,,
1746065314990,1746044415909,avarúth,"[""dovecote""]",,,,,,,,,,,,,,,,,,,word,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-14 16:12:00+00,,1745767579287,,[],,,,,,,,,
1746065563518,1746065544944," vareth","[""dovecote""]",,,,,,,,,,,,,,,,,,,word,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-14 16:12:00+00,,1745767579287,,[],,,,,,,,,
